#          r               U
     0.9946207E+00     0.8932788E-09
     0.9945932E+00     0.8933035E-09
     0.9945657E+00     0.8933282E-09
     0.9945382E+00     0.8933529E-09
     0.9945107E+00     0.8933776E-09
     0.9944832E+00     0.8934023E-09
     0.9944558E+00     0.8934269E-09
     0.9944283E+00     0.8934516E-09
     0.9944009E+00     0.8934762E-09
     0.9943735E+00     0.8935008E-09
     0.9943461E+00     0.8935255E-09
     0.9943188E+00     0.8935501E-09
     0.9942914E+00     0.8935746E-09
     0.9942641E+00     0.8935992E-09
     0.9942367E+00     0.8936238E-09
     0.9942094E+00     0.8936483E-09
     0.9941822E+00     0.8936728E-09
     0.9941549E+00     0.8936973E-09
     0.9941276E+00     0.8937218E-09
     0.9941004E+00     0.8937463E-09
     0.9940732E+00     0.8937708E-09
     0.9940460E+00     0.8937952E-09
     0.9940188E+00     0.8938197E-09
     0.9939916E+00     0.8938441E-09
     0.9939645E+00     0.8938685E-09
     0.9939374E+00     0.8938929E-09
     0.9939103E+00     0.8939173E-09
     0.9938832E+00     0.8939417E-09
     0.9938561E+00     0.8939660E-09
     0.9938290E+00     0.8939904E-09
     0.9938020E+00     0.8940147E-09
     0.9937750E+00     0.8940390E-09
     0.9937480E+00     0.8940633E-09
     0.9937210E+00     0.8940876E-09
     0.9936940E+00     0.8941118E-09
     0.9936671E+00     0.8941361E-09
     0.9936402E+00     0.8941603E-09
     0.9936133E+00     0.8941845E-09
     0.9935864E+00     0.8942087E-09
     0.9935595E+00     0.8942329E-09
     0.9935326E+00     0.8942571E-09
     0.9935058E+00     0.8942812E-09
     0.9934790E+00     0.8943053E-09
     0.9934522E+00     0.8943295E-09
     0.9934254E+00     0.8943536E-09
     0.9933987E+00     0.8943777E-09
     0.9933719E+00     0.8944017E-09
     0.9933452E+00     0.8944258E-09
     0.9933185E+00     0.8944498E-09
     0.9932918E+00     0.8944738E-09
     0.9932652E+00     0.8944979E-09
     0.9932385E+00     0.8945218E-09
     0.9932119E+00     0.8945458E-09
     0.9931853E+00     0.8945698E-09
     0.9931588E+00     0.8945937E-09
     0.9931322E+00     0.8946176E-09
     0.9931057E+00     0.8946415E-09
     0.9930792E+00     0.8946654E-09
     0.9930527E+00     0.8946893E-09
     0.9930262E+00     0.8947131E-09
     0.9929997E+00     0.8947370E-09
     0.9929733E+00     0.8947608E-09
     0.9929469E+00     0.8947846E-09
     0.9929205E+00     0.8948084E-09
     0.9928941E+00     0.8948321E-09
     0.9928678E+00     0.8948559E-09
     0.9928414E+00     0.8948796E-09
     0.9928151E+00     0.8949033E-09
     0.9927888E+00     0.8949270E-09
     0.9927626E+00     0.8949507E-09
     0.9927363E+00     0.8949744E-09
     0.9927101E+00     0.8949980E-09
     0.9926839E+00     0.8950216E-09
     0.9926577E+00     0.8950452E-09
     0.9926316E+00     0.8950688E-09
     0.9926054E+00     0.8950924E-09
     0.9925793E+00     0.8951159E-09
     0.9925532E+00     0.8951395E-09
     0.9925272E+00     0.8951630E-09
     0.9925011E+00     0.8951865E-09
     0.9924751E+00     0.8952099E-09
     0.9924491E+00     0.8952334E-09
     0.9924231E+00     0.8952568E-09
     0.9923972E+00     0.8952802E-09
     0.9923712E+00     0.8953036E-09
     0.9923453E+00     0.8953270E-09
     0.9923194E+00     0.8953504E-09
     0.9922936E+00     0.8953737E-09
     0.9922677E+00     0.8953970E-09
     0.9922419E+00     0.8954203E-09
     0.9922161E+00     0.8954436E-09
     0.9921903E+00     0.8954669E-09
     0.9921646E+00     0.8954901E-09
     0.9921389E+00     0.8955133E-09
     0.9921132E+00     0.8955365E-09
     0.9920875E+00     0.8955597E-09
     0.9920618E+00     0.8955829E-09
     0.9920362E+00     0.8956060E-09
     0.9920106E+00     0.8956291E-09
     0.9919850E+00     0.8956522E-09
     0.9919594E+00     0.8956753E-09
     0.9919339E+00     0.8956984E-09
     0.9919084E+00     0.8957214E-09
     0.9918829E+00     0.8957444E-09
     0.9918574E+00     0.8957674E-09
     0.9918320E+00     0.8957904E-09
     0.9918066E+00     0.8958134E-09
     0.9917812E+00     0.8958363E-09
     0.9917558E+00     0.8958592E-09
     0.9917305E+00     0.8958821E-09
     0.9917052E+00     0.8959050E-09
     0.9916799E+00     0.8959278E-09
     0.9916546E+00     0.8959507E-09
     0.9916293E+00     0.8959735E-09
     0.9916041E+00     0.8959962E-09
     0.9915789E+00     0.8960190E-09
     0.9915538E+00     0.8960418E-09
     0.9915286E+00     0.8960645E-09
     0.9915035E+00     0.8960872E-09
     0.9914784E+00     0.8961099E-09
     0.9914533E+00     0.8961325E-09
     0.9914283E+00     0.8961551E-09
     0.9914033E+00     0.8961778E-09
     0.9913783E+00     0.8962004E-09
     0.9913533E+00     0.8962229E-09
     0.9913284E+00     0.8962455E-09
     0.9913035E+00     0.8962680E-09
     0.9912786E+00     0.8962905E-09
     0.9912537E+00     0.8963130E-09
     0.9912289E+00     0.8963354E-09
     0.9912041E+00     0.8963579E-09
     0.9911793E+00     0.8963803E-09
     0.9911545E+00     0.8964027E-09
     0.9911298E+00     0.8964250E-09
     0.9911051E+00     0.8964474E-09
     0.9910804E+00     0.8964697E-09
     0.9910558E+00     0.8964920E-09
     0.9910312E+00     0.8965143E-09
     0.9910066E+00     0.8965365E-09
     0.9909820E+00     0.8965587E-09
     0.9909575E+00     0.8965809E-09
     0.9909329E+00     0.8966031E-09
     0.9909085E+00     0.8966253E-09
     0.9908840E+00     0.8966474E-09
     0.9908596E+00     0.8966695E-09
     0.9908352E+00     0.8966916E-09
     0.9908108E+00     0.8967137E-09
     0.9907864E+00     0.8967357E-09
     0.9907621E+00     0.8967577E-09
     0.9907378E+00     0.8967797E-09
     0.9907135E+00     0.8968017E-09
     0.9906893E+00     0.8968236E-09
     0.9906651E+00     0.8968455E-09
     0.9906409E+00     0.8968674E-09
     0.9906168E+00     0.8968893E-09
     0.9905926E+00     0.8969112E-09
     0.9905685E+00     0.8969330E-09
     0.9905445E+00     0.8969548E-09
     0.9905204E+00     0.8969765E-09
     0.9904964E+00     0.8969983E-09
     0.9904724E+00     0.8970200E-09
     0.9904485E+00     0.8970417E-09
     0.9904245E+00     0.8970634E-09
     0.9904006E+00     0.8970850E-09
     0.9903768E+00     0.8971066E-09
     0.9903529E+00     0.8971282E-09
     0.9903291E+00     0.8971498E-09
     0.9903053E+00     0.8971714E-09
     0.9902816E+00     0.8971929E-09
     0.9902578E+00     0.8972144E-09
     0.9902341E+00     0.8972359E-09
     0.9902105E+00     0.8972573E-09
     0.9901868E+00     0.8972787E-09
     0.9901632E+00     0.8973001E-09
     0.9901397E+00     0.8973215E-09
     0.9901161E+00     0.8973428E-09
     0.9900926E+00     0.8973641E-09
     0.9900691E+00     0.8973854E-09
     0.9900456E+00     0.8974067E-09
     0.9900222E+00     0.8974279E-09
     0.9899988E+00     0.8974491E-09
     0.9899754E+00     0.8974703E-09
     0.9899521E+00     0.8974915E-09
     0.9899288E+00     0.8975126E-09
     0.9899055E+00     0.8975337E-09
     0.9898823E+00     0.8975548E-09
     0.9898590E+00     0.8975759E-09
     0.9898359E+00     0.8975969E-09
     0.9898127E+00     0.8976179E-09
     0.9897896E+00     0.8976389E-09
     0.9897665E+00     0.8976598E-09
     0.9897434E+00     0.8976807E-09
     0.9897204E+00     0.8977016E-09
     0.9896974E+00     0.8977225E-09
     0.9896744E+00     0.8977433E-09
     0.9896515E+00     0.8977641E-09
     0.9896286E+00     0.8977849E-09
     0.9896057E+00     0.8978057E-09
     0.9895828E+00     0.8978264E-09
     0.9895600E+00     0.8978471E-09
     0.9895372E+00     0.8978678E-09
     0.9895145E+00     0.8978884E-09
     0.9894918E+00     0.8979090E-09
     0.9894691E+00     0.8979296E-09
     0.9894464E+00     0.8979502E-09
     0.9894238E+00     0.8979707E-09
     0.9894012E+00     0.8979912E-09
     0.9893786E+00     0.8980117E-09
     0.9893561E+00     0.8980321E-09
     0.9893336E+00     0.8980526E-09
     0.9893111E+00     0.8980730E-09
     0.9892887E+00     0.8980933E-09
     0.9892663E+00     0.8981137E-09
     0.9892439E+00     0.8981340E-09
     0.9892216E+00     0.8981542E-09
     0.9891993E+00     0.8981745E-09
     0.9891770E+00     0.8981947E-09
     0.9891548E+00     0.8982149E-09
     0.9891326E+00     0.8982351E-09
     0.9891104E+00     0.8982552E-09
     0.9890883E+00     0.8982753E-09
     0.9890662E+00     0.8982954E-09
     0.9890441E+00     0.8983154E-09
     0.9890220E+00     0.8983355E-09
     0.9890000E+00     0.8983555E-09
     0.9889781E+00     0.8983754E-09
     0.9889561E+00     0.8983953E-09
     0.9889342E+00     0.8984152E-09
     0.9889123E+00     0.8984351E-09
     0.9888905E+00     0.8984550E-09
     0.9888687E+00     0.8984748E-09
     0.9888469E+00     0.8984946E-09
     0.9888252E+00     0.8985143E-09
     0.9888035E+00     0.8985340E-09
     0.9887818E+00     0.8985537E-09
     0.9887602E+00     0.8985734E-09
     0.9887386E+00     0.8985930E-09
     0.9887170E+00     0.8986126E-09
     0.9886955E+00     0.8986322E-09
     0.9886739E+00     0.8986518E-09
     0.9886525E+00     0.8986713E-09
     0.9886310E+00     0.8986907E-09
     0.9886096E+00     0.8987102E-09
     0.9885883E+00     0.8987296E-09
     0.9885670E+00     0.8987490E-09
     0.9885457E+00     0.8987684E-09
     0.9885244E+00     0.8987877E-09
     0.9885032E+00     0.8988070E-09
     0.9884820E+00     0.8988263E-09
     0.9884608E+00     0.8988455E-09
     0.9884397E+00     0.8988647E-09
     0.9884186E+00     0.8988839E-09
     0.9883976E+00     0.8989030E-09
     0.9883766E+00     0.8989222E-09
     0.9883556E+00     0.8989412E-09
     0.9883346E+00     0.8989603E-09
     0.9883137E+00     0.8989793E-09
     0.9882928E+00     0.8989983E-09
     0.9882720E+00     0.8990172E-09
     0.9882512E+00     0.8990362E-09
     0.9882304E+00     0.8990551E-09
     0.9882097E+00     0.8990739E-09
     0.9881890E+00     0.8990928E-09
     0.9881683E+00     0.8991116E-09
     0.9881477E+00     0.8991303E-09
     0.9881271E+00     0.8991491E-09
     0.9881066E+00     0.8991678E-09
     0.9880861E+00     0.8991864E-09
     0.9880656E+00     0.8992051E-09
     0.9880451E+00     0.8992237E-09
     0.9880247E+00     0.8992423E-09
     0.9880043E+00     0.8992608E-09
     0.9879840E+00     0.8992793E-09
     0.9879637E+00     0.8992978E-09
     0.9879434E+00     0.8993162E-09
     0.9879232E+00     0.8993346E-09
     0.9879030E+00     0.8993530E-09
     0.9878829E+00     0.8993714E-09
     0.9878628E+00     0.8993897E-09
     0.9878427E+00     0.8994080E-09
     0.9878226E+00     0.8994262E-09
     0.9878026E+00     0.8994444E-09
     0.9877827E+00     0.8994626E-09
     0.9877627E+00     0.8994808E-09
     0.9877428E+00     0.8994989E-09
     0.9877230E+00     0.8995170E-09
     0.9877032E+00     0.8995350E-09
     0.9876834E+00     0.8995530E-09
     0.9876636E+00     0.8995710E-09
     0.9876439E+00     0.8995890E-09
     0.9876243E+00     0.8996069E-09
     0.9876046E+00     0.8996248E-09
     0.9875850E+00     0.8996426E-09
     0.9875655E+00     0.8996604E-09
     0.9875460E+00     0.8996782E-09
     0.9875265E+00     0.8996960E-09
     0.9875070E+00     0.8997137E-09
     0.9874876E+00     0.8997313E-09
     0.9874683E+00     0.8997490E-09
     0.9874489E+00     0.8997666E-09
     0.9874296E+00     0.8997842E-09
     0.9874104E+00     0.8998017E-09
     0.9873912E+00     0.8998192E-09
     0.9873720E+00     0.8998367E-09
     0.9873529E+00     0.8998542E-09
     0.9873338E+00     0.8998716E-09
     0.9873147E+00     0.8998889E-09
     0.9872957E+00     0.8999063E-09
     0.9872767E+00     0.8999236E-09
     0.9872577E+00     0.8999408E-09
     0.9872388E+00     0.8999581E-09
     0.9872200E+00     0.8999753E-09
     0.9872011E+00     0.8999924E-09
     0.9871824E+00     0.9000096E-09
     0.9871636E+00     0.9000267E-09
     0.9871449E+00     0.9000437E-09
     0.9871262E+00     0.9000608E-09
     0.9871076E+00     0.9000777E-09
     0.9870890E+00     0.9000947E-09
     0.9870704E+00     0.9001116E-09
     0.9870519E+00     0.9001285E-09
     0.9870334E+00     0.9001454E-09
     0.9870150E+00     0.9001622E-09
     0.9869966E+00     0.9001789E-09
     0.9869783E+00     0.9001957E-09
     0.9869599E+00     0.9002124E-09
     0.9869417E+00     0.9002291E-09
     0.9869234E+00     0.9002457E-09
     0.9869052E+00     0.9002623E-09
     0.9868871E+00     0.9002789E-09
     0.9868689E+00     0.9002954E-09
     0.9868509E+00     0.9003119E-09
     0.9868328E+00     0.9003283E-09
     0.9868148E+00     0.9003448E-09
     0.9867969E+00     0.9003612E-09
     0.9867790E+00     0.9003775E-09
     0.9867611E+00     0.9003938E-09
     0.9867432E+00     0.9004101E-09
     0.9867254E+00     0.9004263E-09
     0.9867077E+00     0.9004425E-09
     0.9866900E+00     0.9004587E-09
     0.9866723E+00     0.9004748E-09
     0.9866547E+00     0.9004909E-09
     0.9866371E+00     0.9005070E-09
     0.9866195E+00     0.9005230E-09
     0.9866020E+00     0.9005390E-09
     0.9865845E+00     0.9005549E-09
     0.9865671E+00     0.9005708E-09
     0.9865497E+00     0.9005867E-09
     0.9865324E+00     0.9006026E-09
     0.9865151E+00     0.9006184E-09
     0.9864978E+00     0.9006341E-09
     0.9864806E+00     0.9006498E-09
     0.9864634E+00     0.9006655E-09
     0.9864462E+00     0.9006812E-09
     0.9864291E+00     0.9006968E-09
     0.9864121E+00     0.9007124E-09
     0.9863951E+00     0.9007279E-09
     0.9863781E+00     0.9007434E-09
     0.9863612E+00     0.9007589E-09
     0.9863443E+00     0.9007743E-09
     0.9863274E+00     0.9007897E-09
     0.9863106E+00     0.9008051E-09
     0.9862938E+00     0.9008204E-09
     0.9862771E+00     0.9008356E-09
     0.9862604E+00     0.9008509E-09
     0.9862438E+00     0.9008661E-09
     0.9862272E+00     0.9008813E-09
     0.9862106E+00     0.9008964E-09
     0.9861941E+00     0.9009115E-09
     0.9861776E+00     0.9009265E-09
     0.9861612E+00     0.9009415E-09
     0.9861448E+00     0.9009565E-09
     0.9861285E+00     0.9009714E-09
     0.9861122E+00     0.9009863E-09
     0.9860959E+00     0.9010012E-09
     0.9860797E+00     0.9010160E-09
     0.9860635E+00     0.9010308E-09
     0.9860474E+00     0.9010455E-09
     0.9860313E+00     0.9010602E-09
     0.9860152E+00     0.9010749E-09
     0.9859992E+00     0.9010895E-09
     0.9859832E+00     0.9011041E-09
     0.9859673E+00     0.9011187E-09
     0.9859514E+00     0.9011332E-09
     0.9859356E+00     0.9011477E-09
     0.9859198E+00     0.9011621E-09
     0.9859041E+00     0.9011765E-09
     0.9858884E+00     0.9011909E-09
     0.9858727E+00     0.9012052E-09
     0.9858571E+00     0.9012194E-09
     0.9858415E+00     0.9012337E-09
     0.9858260E+00     0.9012479E-09
     0.9858105E+00     0.9012620E-09
     0.9857950E+00     0.9012762E-09
     0.9857796E+00     0.9012903E-09
     0.9857643E+00     0.9013043E-09
     0.9857490E+00     0.9013183E-09
     0.9857337E+00     0.9013323E-09
     0.9857185E+00     0.9013462E-09
     0.9857033E+00     0.9013601E-09
     0.9856881E+00     0.9013739E-09
     0.9856730E+00     0.9013877E-09
     0.9856580E+00     0.9014015E-09
     0.9856430E+00     0.9014152E-09
     0.9856280E+00     0.9014289E-09
     0.9856131E+00     0.9014426E-09
     0.9855982E+00     0.9014562E-09
     0.9855834E+00     0.9014697E-09
     0.9855686E+00     0.9014833E-09
     0.9855538E+00     0.9014967E-09
     0.9855391E+00     0.9015102E-09
     0.9855245E+00     0.9015236E-09
     0.9855099E+00     0.9015370E-09
     0.9854953E+00     0.9015503E-09
     0.9854808E+00     0.9015636E-09
     0.9854663E+00     0.9015768E-09
     0.9854519E+00     0.9015900E-09
     0.9854375E+00     0.9016032E-09
     0.9854231E+00     0.9016163E-09
     0.9854088E+00     0.9016294E-09
     0.9853946E+00     0.9016424E-09
     0.9853804E+00     0.9016554E-09
     0.9853662E+00     0.9016684E-09
     0.9853521E+00     0.9016813E-09
     0.9853380E+00     0.9016942E-09
     0.9853240E+00     0.9017071E-09
     0.9853100E+00     0.9017199E-09
     0.9852960E+00     0.9017326E-09
     0.9852821E+00     0.9017453E-09
     0.9852683E+00     0.9017580E-09
     0.9852545E+00     0.9017706E-09
     0.9852407E+00     0.9017832E-09
     0.9852270E+00     0.9017958E-09
     0.9852133E+00     0.9018083E-09
     0.9851997E+00     0.9018208E-09
     0.9851861E+00     0.9018332E-09
     0.9851726E+00     0.9018456E-09
     0.9851591E+00     0.9018579E-09
     0.9851457E+00     0.9018703E-09
     0.9851323E+00     0.9018825E-09
     0.9851189E+00     0.9018947E-09
     0.9851056E+00     0.9019069E-09
     0.9850924E+00     0.9019191E-09
     0.9850791E+00     0.9019312E-09
     0.9850660E+00     0.9019432E-09
     0.9850528E+00     0.9019552E-09
     0.9850398E+00     0.9019672E-09
     0.9850267E+00     0.9019791E-09
     0.9850137E+00     0.9019910E-09
     0.9850008E+00     0.9020029E-09
     0.9849879E+00     0.9020147E-09
     0.9849751E+00     0.9020265E-09
     0.9849623E+00     0.9020382E-09
     0.9849495E+00     0.9020499E-09
     0.9849368E+00     0.9020615E-09
     0.9849241E+00     0.9020731E-09
     0.9849115E+00     0.9020847E-09
     0.9848989E+00     0.9020962E-09
     0.9848864E+00     0.9021076E-09
     0.9848739E+00     0.9021191E-09
     0.9848615E+00     0.9021305E-09
     0.9848491E+00     0.9021418E-09
     0.9848368E+00     0.9021531E-09
     0.9848245E+00     0.9021644E-09
     0.9848123E+00     0.9021756E-09
     0.9848001E+00     0.9021868E-09
     0.9847879E+00     0.9021979E-09
     0.9847758E+00     0.9022090E-09
     0.9847637E+00     0.9022200E-09
     0.9847517E+00     0.9022310E-09
     0.9847398E+00     0.9022420E-09
     0.9847278E+00     0.9022529E-09
     0.9847160E+00     0.9022638E-09
     0.9847041E+00     0.9022746E-09
     0.9846924E+00     0.9022854E-09
     0.9846806E+00     0.9022962E-09
     0.9846690E+00     0.9023069E-09
     0.9846573E+00     0.9023175E-09
     0.9846457E+00     0.9023282E-09
     0.9846342E+00     0.9023387E-09
     0.9846227E+00     0.9023493E-09
     0.9846113E+00     0.9023598E-09
     0.9845999E+00     0.9023702E-09
     0.9845885E+00     0.9023806E-09
     0.9845772E+00     0.9023910E-09
     0.9845659E+00     0.9024013E-09
     0.9845547E+00     0.9024116E-09
     0.9845436E+00     0.9024218E-09
     0.9845324E+00     0.9024320E-09
     0.9845214E+00     0.9024421E-09
     0.9845104E+00     0.9024522E-09
     0.9844994E+00     0.9024623E-09
     0.9844885E+00     0.9024723E-09
     0.9844776E+00     0.9024823E-09
     0.9844668E+00     0.9024922E-09
     0.9844560E+00     0.9025021E-09
     0.9844452E+00     0.9025119E-09
     0.9844346E+00     0.9025217E-09
     0.9844239E+00     0.9025315E-09
     0.9844133E+00     0.9025412E-09
     0.9844028E+00     0.9025509E-09
     0.9843923E+00     0.9025605E-09
     0.9843818E+00     0.9025701E-09
     0.9843714E+00     0.9025796E-09
     0.9843611E+00     0.9025891E-09
     0.9843508E+00     0.9025985E-09
     0.9843405E+00     0.9026079E-09
     0.9843303E+00     0.9026173E-09
     0.9843202E+00     0.9026266E-09
     0.9843101E+00     0.9026359E-09
     0.9843000E+00     0.9026451E-09
     0.9842900E+00     0.9026543E-09
     0.9842800E+00     0.9026634E-09
     0.9842701E+00     0.9026725E-09
     0.9842602E+00     0.9026816E-09
     0.9842504E+00     0.9026906E-09
     0.9842406E+00     0.9026995E-09
     0.9842309E+00     0.9027085E-09
     0.9842212E+00     0.9027173E-09
     0.9842116E+00     0.9027262E-09
     0.9842020E+00     0.9027349E-09
     0.9841925E+00     0.9027437E-09
     0.9841830E+00     0.9027524E-09
     0.9841736E+00     0.9027610E-09
     0.9841642E+00     0.9027696E-09
     0.9841549E+00     0.9027782E-09
     0.9841456E+00     0.9027867E-09
     0.9841364E+00     0.9027952E-09
     0.9841272E+00     0.9028036E-09
     0.9841180E+00     0.9028120E-09
     0.9841090E+00     0.9028203E-09
     0.9840999E+00     0.9028286E-09
     0.9840909E+00     0.9028369E-09
     0.9840820E+00     0.9028451E-09
     0.9840731E+00     0.9028532E-09
     0.9840642E+00     0.9028614E-09
     0.9840554E+00     0.9028694E-09
     0.9840467E+00     0.9028774E-09
     0.9840380E+00     0.9028854E-09
     0.9840294E+00     0.9028934E-09
     0.9840208E+00     0.9029013E-09
     0.9840122E+00     0.9029091E-09
     0.9840037E+00     0.9029169E-09
     0.9839953E+00     0.9029247E-09
     0.9839869E+00     0.9029324E-09
     0.9839785E+00     0.9029400E-09
     0.9839702E+00     0.9029476E-09
     0.9839619E+00     0.9029552E-09
     0.9839537E+00     0.9029628E-09
     0.9839456E+00     0.9029702E-09
     0.9839375E+00     0.9029777E-09
     0.9839294E+00     0.9029851E-09
     0.9839214E+00     0.9029924E-09
     0.9839135E+00     0.9029997E-09
     0.9839056E+00     0.9030070E-09
     0.9838977E+00     0.9030142E-09
     0.9838899E+00     0.9030214E-09
     0.9838821E+00     0.9030285E-09
     0.9838744E+00     0.9030356E-09
     0.9838668E+00     0.9030426E-09
     0.9838591E+00     0.9030496E-09
     0.9838516E+00     0.9030565E-09
     0.9838441E+00     0.9030634E-09
     0.9838366E+00     0.9030702E-09
     0.9838292E+00     0.9030770E-09
     0.9838218E+00     0.9030838E-09
     0.9838145E+00     0.9030905E-09
     0.9838073E+00     0.9030972E-09
     0.9838001E+00     0.9031038E-09
     0.9837929E+00     0.9031104E-09
     0.9837858E+00     0.9031169E-09
     0.9837787E+00     0.9031234E-09
     0.9837717E+00     0.9031298E-09
     0.9837648E+00     0.9031362E-09
     0.9837578E+00     0.9031426E-09
     0.9837510E+00     0.9031489E-09
     0.9837442E+00     0.9031551E-09
     0.9837374E+00     0.9031613E-09
     0.9837307E+00     0.9031675E-09
     0.9837240E+00     0.9031736E-09
     0.9837174E+00     0.9031797E-09
     0.9837109E+00     0.9031857E-09
     0.9837044E+00     0.9031917E-09
     0.9836979E+00     0.9031976E-09
     0.9836915E+00     0.9032035E-09
     0.9836851E+00     0.9032093E-09
     0.9836788E+00     0.9032151E-09
     0.9836726E+00     0.9032209E-09
     0.9836664E+00     0.9032266E-09
     0.9836602E+00     0.9032322E-09
     0.9836541E+00     0.9032378E-09
     0.9836480E+00     0.9032434E-09
     0.9836420E+00     0.9032489E-09
     0.9836361E+00     0.9032544E-09
     0.9836302E+00     0.9032598E-09
     0.9836243E+00     0.9032652E-09
     0.9836185E+00     0.9032705E-09
     0.9836127E+00     0.9032758E-09
     0.9836070E+00     0.9032810E-09
     0.9836014E+00     0.9032862E-09
     0.9835958E+00     0.9032914E-09
     0.9835902E+00     0.9032965E-09
     0.9835847E+00     0.9033015E-09
     0.9835793E+00     0.9033065E-09
     0.9835739E+00     0.9033115E-09
     0.9835685E+00     0.9033164E-09
     0.9835632E+00     0.9033213E-09
     0.9835580E+00     0.9033261E-09
     0.9835528E+00     0.9033308E-09
     0.9835476E+00     0.9033356E-09
     0.9835425E+00     0.9033403E-09
     0.9835375E+00     0.9033449E-09
     0.9835325E+00     0.9033495E-09
     0.9835276E+00     0.9033540E-09
     0.9835227E+00     0.9033585E-09
     0.9835178E+00     0.9033630E-09
     0.9835130E+00     0.9033674E-09
     0.9835083E+00     0.9033717E-09
     0.9835036E+00     0.9033760E-09
     0.9834990E+00     0.9033803E-09
     0.9834944E+00     0.9033845E-09
     0.9834898E+00     0.9033887E-09
     0.9834854E+00     0.9033928E-09
     0.9834809E+00     0.9033969E-09
     0.9834765E+00     0.9034009E-09
     0.9834722E+00     0.9034049E-09
     0.9834679E+00     0.9034088E-09
     0.9834637E+00     0.9034127E-09
     0.9834595E+00     0.9034165E-09
     0.9834554E+00     0.9034203E-09
     0.9834513E+00     0.9034241E-09
     0.9834473E+00     0.9034278E-09
     0.9834433E+00     0.9034314E-09
     0.9834394E+00     0.9034350E-09
     0.9834355E+00     0.9034386E-09
     0.9834317E+00     0.9034421E-09
     0.9834279E+00     0.9034456E-09
     0.9834242E+00     0.9034490E-09
     0.9834205E+00     0.9034523E-09
     0.9834169E+00     0.9034557E-09
     0.9834133E+00     0.9034589E-09
     0.9834098E+00     0.9034622E-09
     0.9834064E+00     0.9034654E-09
     0.9834029E+00     0.9034685E-09
     0.9833996E+00     0.9034716E-09
     0.9833963E+00     0.9034746E-09
     0.9833930E+00     0.9034776E-09
     0.9833898E+00     0.9034806E-09
     0.9833866E+00     0.9034835E-09
     0.9833835E+00     0.9034863E-09
     0.9833805E+00     0.9034891E-09
     0.9833775E+00     0.9034919E-09
     0.9833745E+00     0.9034946E-09
     0.9833716E+00     0.9034973E-09
     0.9833688E+00     0.9034999E-09
     0.9833660E+00     0.9035024E-09
     0.9833632E+00     0.9035050E-09
     0.9833605E+00     0.9035074E-09
     0.9833579E+00     0.9035099E-09
     0.9833553E+00     0.9035123E-09
     0.9833528E+00     0.9035146E-09
     0.9833503E+00     0.9035169E-09
     0.9833478E+00     0.9035191E-09
     0.9833455E+00     0.9035213E-09
     0.9833431E+00     0.9035235E-09
     0.9833408E+00     0.9035256E-09
     0.9833386E+00     0.9035276E-09
     0.9833364E+00     0.9035296E-09
     0.9833343E+00     0.9035316E-09
     0.9833322E+00     0.9035335E-09
     0.9833302E+00     0.9035353E-09
     0.9833282E+00     0.9035372E-09
     0.9833263E+00     0.9035389E-09
     0.9833244E+00     0.9035406E-09
     0.9833226E+00     0.9035423E-09
     0.9833208E+00     0.9035439E-09
     0.9833191E+00     0.9035455E-09
     0.9833174E+00     0.9035470E-09
     0.9833158E+00     0.9035485E-09
     0.9833143E+00     0.9035500E-09
     0.9833128E+00     0.9035514E-09
     0.9833113E+00     0.9035527E-09
     0.9833099E+00     0.9035540E-09
     0.9833085E+00     0.9035552E-09
     0.9833072E+00     0.9035564E-09
     0.9833060E+00     0.9035576E-09
     0.9833048E+00     0.9035587E-09
     0.9833036E+00     0.9035598E-09
     0.9833025E+00     0.9035608E-09
     0.9833015E+00     0.9035617E-09
     0.9833005E+00     0.9035626E-09
     0.9832995E+00     0.9035635E-09
     0.9832986E+00     0.9035643E-09
     0.9832978E+00     0.9035651E-09
     0.9832970E+00     0.9035658E-09
     0.9832963E+00     0.9035665E-09
     0.9832956E+00     0.9035671E-09
     0.9832949E+00     0.9035677E-09
     0.9832944E+00     0.9035683E-09
     0.9832938E+00     0.9035688E-09
     0.9832933E+00     0.9035692E-09
     0.9832929E+00     0.9035696E-09
     0.9832925E+00     0.9035699E-09
     0.9832922E+00     0.9035702E-09
     0.9832919E+00     0.9035705E-09
     0.9832917E+00     0.9035707E-09
     0.9832915E+00     0.9035708E-09
     0.9832914E+00     0.9035710E-09
     0.9832914E+00     0.9035710E-09
